请输入城市名称： 三亚 最近xx天空气质量指数如下：

2017-09-12 	 26
2017-09-13 	 41
2017-09-14 	 25
2017-09-15 	 32
2017-09-16 	 30
2017-09-17 	 31
2017-09-18 	 33
2017-09-19 	 28
2017-09-20 	 31
2017-09-21 	 30
2017-09-22 	 25
2017-09-23 	 28
2017-09-24 	 34
2017-09-25 	 24
2017-09-26 	 21
2017-09-27 	 23
2017-09-28 	 20
2017-09-29 	 15
2017-09-30 	 18
2017-10-01 	 24
2017-10-02 	 16
2017-10-03 	 15
2017-10-04 	 17
2017-10-05 	 25
2017-10-06 	 25
2017-10-07 	 17
2017-10-08 	 29
2017-10-09 	 24
2017-10-10 	 22
2017-10-11 	 15
三亚 average aqi is 24.8
