请输入城市名称： 北京 最近xx天空气质量指数如下：

2017-09-12 	 66
2017-09-13 	 120
2017-09-14 	 112
2017-09-15 	 80
2017-09-16 	 120
2017-09-17 	 45
2017-09-18 	 75
2017-09-19 	 58
2017-09-20 	 62
2017-09-21 	 99
2017-09-22 	 72
2017-09-23 	 121
2017-09-24 	 104
2017-09-25 	 103
2017-09-26 	 65
2017-09-27 	 62
2017-09-28 	 39
2017-09-29 	 92
2017-09-30 	 147
2017-10-01 	 92
2017-10-02 	 45
2017-10-03 	 44
2017-10-04 	 56
2017-10-05 	 75
2017-10-06 	 90
2017-10-07 	 149
2017-10-08 	 163
2017-10-09 	 40
2017-10-10 	 25
2017-10-11 	 37
北京 average aqi is 81.93333333333334
