请输入城市名称： 上海 最近xx天空气质量指数如下：

2017-11-28 	 104
2017-11-29 	 108
2017-11-30 	 46
2017-12-01 	 61
2017-12-02 	 92
2017-12-03 	 100
2017-12-04 	 112
2017-12-05 	 70
2017-12-06 	 107
2017-12-07 	 122
2017-12-08 	 64
2017-12-09 	 102
2017-12-10 	 102
2017-12-11 	 106
2017-12-12 	 55
2017-12-13 	 48
2017-12-14 	 49
2017-12-15 	 58
2017-12-16 	 82
2017-12-17 	 75
2017-12-18 	 104
2017-12-19 	 85
2017-12-20 	 101
2017-12-21 	 108
2017-12-22 	 107
2017-12-23 	 78
2017-12-24 	 166
2017-12-25 	 83
2017-12-26 	 100
2017-12-27 	 79
上海 average aqi is 89.13333333333334
