请输入城市名称： 徐州 最近xx天空气质量指数如下：

2017-09-12 	 153
2017-09-13 	 101
2017-09-14 	 107
2017-09-15 	 106
2017-09-16 	 133
2017-09-17 	 147
2017-09-18 	 140
2017-09-19 	 108
2017-09-20 	 104
2017-09-21 	 105
2017-09-22 	 104
2017-09-23 	 97
2017-09-24 	 77
2017-09-25 	 46
2017-09-26 	 67
2017-09-27 	 55
2017-09-28 	 92
2017-09-29 	 88
2017-09-30 	 72
2017-10-01 	 49
2017-10-02 	 55
2017-10-03 	 45
2017-10-04 	 56
2017-10-05 	 60
2017-10-06 	 72
2017-10-07 	 79
2017-10-08 	 105
2017-10-09 	 91
2017-10-10 	 77
2017-10-11 	 50
徐州 average aqi is 88.03333333333333
