请输入城市名称： 深圳 最近xx天空气质量指数如下：

2017-09-12 	 94
2017-09-13 	 60
2017-09-14 	 80
2017-09-15 	 95
2017-09-16 	 135
2017-09-17 	 142
2017-09-18 	 91
2017-09-19 	 76
2017-09-20 	 55
2017-09-21 	 39
2017-09-22 	 31
2017-09-23 	 31
2017-09-24 	 25
2017-09-25 	 24
2017-09-26 	 33
2017-09-27 	 180
2017-09-28 	 49
2017-09-29 	 26
2017-09-30 	 45
2017-10-01 	 35
2017-10-02 	 25
2017-10-03 	 34
2017-10-04 	 43
2017-10-05 	 54
2017-10-06 	 68
2017-10-07 	 66
2017-10-08 	 70
2017-10-09 	 43
2017-10-10 	 47
2017-10-11 	 48
深圳 average aqi is 61.46666666666667
